,Q7_Part_1,Q7_Part_2,Q7_Part_3,Q7_Part_4,Q7_Part_5,Q7_Part_6,Q7_Part_7,Q7_Part_8,Q7_Part_9,Q7_Part_10,Q7_Part_11,Q7_Part_12,Q7_OTHER
8499,Python,,,,,,,,,,,,
8500,,,,,,,,,,,,,Other
8501,Python,,,,,,,,,Bash,,,
8502,Python,,,,,,,,,,,,
8503,Python,,,C,,,,,,,,,
8504,Python,R,,C,,,,,,,,,
8505,,R,,,,,,,,,,,
8506,Python,,,,,,,,,,,,
8507,Python,R,SQL,,,,,,,,,,
8508,Python,,,,,,,,,,MATLAB,,
8509,,,,,,,,,,,,,
8510,Python,R,,,,,,,,,,,Other
8511,Python,,SQL,,,,,,,,,,
8512,Python,,SQL,,,,,,,,,,
8513,Python,,,,,,,,,,,,
8514,,,SQL,,,,,,,,,,Other
8515,,,SQL,,,,Javascript,,,,MATLAB,,
8516,Python,,SQL,,,,,,,,,,Other
8517,Python,,,,,,,,,,,,
8518,Python,,,,C++,,,,,,MATLAB,,
8519,Python,,,,,,,,,,,,Other
8520,,,,,,,,,,,,,
8521,Python,R,,,,,,,,,,,Other
8522,Python,,SQL,,,,,,,,,,Other
8523,Python,,,,,,Javascript,,,,,,
8524,Python,R,,,,,,,,,,,
8525,Python,R,SQL,,,,,,,,,,
8526,Python,R,SQL,C,C++,,,,,Bash,,,
8527,Python,R,SQL,,,,,,,,,,
8528,Python,,SQL,,,,,,,Bash,,,
8529,Python,,,,,,,,,,,,
8530,Python,R,,,,,Javascript,,,,,,
8531,Python,,,C,C++,,,,,,,,
8532,Python,,,,,,,,,,,,
8533,Python,,,,,,,,,Bash,,,
8534,,,,,,,,,,,,,Other
8535,,,SQL,,,,Javascript,,,Bash,,,Other
8536,Python,,SQL,,,,,,,Bash,,,
8537,Python,,,,C++,,,,,,,,
8538,Python,,SQL,C,,Java,Javascript,,,,,,
8539,,,,,,,,,,,,,
8540,Python,,,C,,,,,,Bash,,,
8541,,,,C,,,,,,,,,
8542,Python,R,SQL,C,C++,,,,,Bash,,,
8543,Python,,,,C++,,,,,,MATLAB,,
8544,,,,,,,,,,,,,
8545,,,,,,,,,,,,,
8546,Python,,,,,Java,,,,,,,
8547,Python,,SQL,,,Java,,,,,,,
8548,Python,,,,,,,,,,,,
8549,,,SQL,,,,,,,,,,
8550,Python,R,SQL,,,,Javascript,,,,MATLAB,,
8551,Python,,,,,,,,,,,,
8552,Python,R,SQL,,,,,,,,,,
8553,,R,SQL,,,,,,,Bash,,,
8554,Python,,SQL,C,C++,,,,,,MATLAB,,
8555,Python,,,C,C++,Java,,,,,,,
8556,Python,,,,,,,,,,,,
8557,Python,,SQL,C,C++,,Javascript,,,,,,
8558,Python,,SQL,C,,,,,,,,,
8559,Python,,SQL,,,,,,,,,,Other
8560,Python,,SQL,C,C++,,,,,,,,
8561,Python,,SQL,,C++,,,,,,,,Other
8562,Python,,,,,,,,,,,,
8563,Python,,,,,,,,,,,,
8564,,,,,,,,,,,,,
8565,Python,,,,,,,,,,,,
8566,,,,,,,,,,,,None,
8567,,,,,,,,,,,,,
8568,Python,,SQL,,,,,,,,,,Other
8569,Python,,,,,,,,,,,,
8570,Python,R,,,,Java,,,,,MATLAB,,
8571,Python,,,C,C++,,,,,Bash,,,
8572,Python,,,,,,,,,,MATLAB,,
8573,,,,,,,,,,,,,
8574,Python,,SQL,C,,Java,,,,,MATLAB,,
8575,Python,R,,,,,,,,,,,
8576,Python,,,,,,,,,,,,
8577,Python,,,,,,Javascript,,,,,,
8578,Python,R,SQL,,,,,,,,,,
8579,Python,,,C,,Java,,,,Bash,MATLAB,,
8580,Python,,,,,,,,,,,,
8581,,,,,,Java,,,,,,,
8582,,R,,,,,,,,,,,
8583,Python,,,,,,Javascript,,,,,,
8584,Python,,,,,Java,,,,,,,
8585,Python,,,C,,,,,,,,,
8586,Python,,SQL,,,,Javascript,,,,,,
8587,Python,R,SQL,,,,,,,,,,
8588,Python,,SQL,,,,,,,,,,
8589,,,,,,,,,,,,,
8590,Python,,,,C++,,,,,,,,
8591,,,,,,,,,,,,None,
8592,Python,,SQL,,,,,,,,,,
8593,Python,R,SQL,,C++,Java,,,,,,,Other
8594,Python,,,C,,,,,,,,,
8595,Python,,,C,,,,,,,,,
8596,Python,,SQL,,,,,,,,,,
8597,Python,,,C,,,,,,,,,
8598,,,,,,,,,,,,,
8599,Python,,,,,,,,,,,,
8600,Python,,,,,,,,,,,,Other
8601,Python,,,,,,,,,Bash,,,
8602,Python,,SQL,,,,,,,,,,Other
8603,Python,,,C,C++,,,Julia,,,MATLAB,,
8604,Python,,,,,,,,,,,,
8605,Python,,,,,,,,,Bash,,,Other
8606,,,,,,,,,,,,,
8607,,,,,,,,,,,,,
8608,Python,,,,,,,,,,,,
8609,,,,,,,,,,,,,
8610,Python,,,,,,,,,,,,
8611,Python,R,SQL,,,,,,,,,,
8612,Python,,SQL,,,Java,,,,Bash,MATLAB,,
8613,,,,,,,,,,,,,
8614,,,,,,,,,,,,None,
8615,Python,,,,,,,,,,,,
8616,Python,R,SQL,C,C++,Java,,,,,,,
8617,Python,R,SQL,,,,,,,,,,
8618,Python,R,SQL,,,,,,,,MATLAB,,
8619,Python,,,,,Java,Javascript,,,,,,
8620,,,,,,,,,,,,,
8621,Python,,SQL,,,Java,,,,,,,
8622,Python,R,SQL,,,,,,,,,,Other
8623,Python,,,,,,,,,,,,
8624,Python,,,,,,,,,,,,
8625,Python,,,,,,,,,,,,Other
8626,Python,,,,,,,,,,,,
8627,Python,,SQL,C,C++,Java,Javascript,,,Bash,MATLAB,,Other
8628,Python,,,,,,,,,,,,
8629,Python,,,,,,,,,,,,
8630,,,,,,,,,,,,,
8631,Python,,SQL,,,,,,,,,,
8632,Python,,SQL,C,C++,,,,,,MATLAB,,
8633,Python,,,,,,,,,,,,
8634,Python,,,C,,Java,Javascript,,,,,,
8635,,,,,,,,,,,,,
8636,Python,,,,,,,,,,,,
8637,,,,,,,,,,,,None,
8638,Python,,SQL,C,C++,Java,,,,,,,
8639,Python,,SQL,,,,,,,,,,
8640,,,,C,,,,,,,,,
8641,,,,,,Java,,,,,,,
8642,,,,,,,Javascript,,Swift,,,,Other
8643,Python,R,,,,,,,,,MATLAB,,
8644,Python,,SQL,,,,,,,,,,
8645,Python,,,C,C++,,,,,,,,Other
8646,Python,,,C,,,,,,,,,
8647,Python,,,,,,,,,,,,
8648,Python,,,,,,,,,,,,
8649,Python,,SQL,,C++,,,,,,,,Other
8650,Python,,SQL,,,,Javascript,,,,,,Other
8651,Python,,,,,,,,,,,,Other
8652,Python,R,SQL,,,Java,,,,Bash,,,
8653,,,,,,,,,,,,,
8654,,R,,,,,,,,,,,
8655,Python,,SQL,,,,,,,,MATLAB,,
8656,Python,R,,,C++,,,,,,,,
8657,Python,,,,,,,,,,,,
8658,Python,,,,C++,,,,,,,,
8659,Python,R,SQL,,,,,,,,,,
8660,Python,R,,,,,,,,,MATLAB,,
8661,Python,R,,,,,,,,,,,
8662,Python,,SQL,,,,,,,,,,
8663,Python,,,C,C++,,,,,,,,
8664,Python,,,,,,Javascript,,,,,,
8665,Python,R,SQL,,C++,,,,,,,,
8666,Python,,SQL,C,,Java,Javascript,,,,,,
8667,Python,R,SQL,,,,Javascript,,,,,,Other
8668,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,Other
8669,Python,,,,,Java,,,,,,,
8670,Python,R,SQL,,,,,,,,,,
8671,Python,,SQL,C,C++,Java,Javascript,,,,,,
8672,Python,R,SQL,,,Java,,,,,,,
8673,,,SQL,,,,,,,,,,Other
8674,,,,,,,,,,,,None,
8675,Python,,,C,C++,,,,,,,,
8676,Python,,,,,Java,Javascript,,,,,,
8677,Python,,,,C++,,,,,,,,
8678,Python,,,,,,,,,,,,Other
8679,Python,,,,,,,,,Bash,,,
8680,Python,,SQL,,,,Javascript,,,,,,
8681,Python,,,C,C++,Java,,,,,,,
8682,Python,,SQL,,,,,,,,,,
8683,,R,,,,,,,,,,,
8684,Python,,SQL,,,Java,,,,Bash,,,
8685,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,
8686,Python,R,SQL,,,,,,,Bash,,,
8687,Python,R,SQL,,,,,,,,,,
8688,Python,,SQL,,,Java,,,,,,,
8689,Python,,,C,,,,,,,,,
8690,Python,R,,,,,,,,,,,
8691,Python,,SQL,,C++,,,,,,,,
8692,Python,,,,,,Javascript,,,,,,
8693,Python,,SQL,,C++,Java,Javascript,,,Bash,,,
8694,,,,,,,,,,,,,
8695,Python,,SQL,,,,,,,Bash,,,
8696,Python,,,C,C++,,,,,,,,
8697,Python,,SQL,,,,,,,,,,
8698,Python,,,,,,,,,,,,
8699,Python,,,C,,,,,,,MATLAB,,
8700,Python,,,,,,,,,,,,
8701,Python,,SQL,C,C++,Java,Javascript,,,,,,
8702,,,,,,Java,Javascript,,,,,,
8703,Python,,SQL,,,,,,,,,,
8704,,,,,,,,,,,,,
8705,Python,,,,,,,,,,,,
8706,Python,,,,,,,,,,,,
8707,Python,,,,,,,,,,,,
8708,Python,,SQL,,C++,,Javascript,,,,,,Other
8709,Python,,,C,C++,,,,,,MATLAB,,
8710,Python,,SQL,,C++,Java,,,,,,,
8711,Python,,SQL,,,,,,,,,,Other
8712,Python,R,SQL,C,C++,Java,Javascript,,,,MATLAB,,Other
8713,Python,R,SQL,,,,,,,,,,
8714,,,,,,,,,,,,,
8715,Python,,,C,,,Javascript,,,,MATLAB,,
8716,Python,,,,,,,,,,,,
8717,,,SQL,C,C++,,Javascript,,,,,,
8718,,,,,,,,,,,,,
8719,Python,,SQL,,,,,,,,MATLAB,,
8720,Python,,SQL,,,,,,,,MATLAB,,
8721,,R,SQL,C,,,,,,,,,
8722,Python,,,,,,,,,,,,
8723,Python,R,,,,Java,,,,,,,
8724,Python,,,,,,,,,,,,
8725,Python,,,C,,Java,,,,,,,
8726,Python,,SQL,,,,,,,,,,
8727,Python,,,,,,,,,,,,
8728,Python,,SQL,,,,,,,,,,
8729,Python,,,,,,,,,,,,
8730,,,,,,,,,,,,,
8731,Python,,,,,,,,Swift,,,,
8732,Python,,,,C++,,,,,Bash,,,
8733,Python,,SQL,,C++,,,,,,,,
8734,Python,,SQL,,,,,,,,MATLAB,,
8735,Python,,SQL,,,,,,,,,,
8736,Python,,,C,,Java,,,,,,,
8737,Python,,,,,,,,,,,,
8738,Python,,SQL,,,,,,,,,,
8739,,,SQL,,C++,,,,,,,,Other
8740,Python,,,,,,,,,Bash,,,
8741,Python,R,SQL,,,Java,Javascript,,,,,,Other
8742,,,,,,,,,,,,,
8743,Python,,SQL,C,,,Javascript,,,,,,
8744,Python,,,,C++,,,,,,,,
8745,Python,R,,C,C++,,Javascript,,,,MATLAB,,
8746,Python,,SQL,,,Java,,,,,,,
8747,Python,R,,,,,,,,,,,
8748,,R,,,,,,,,Bash,,,
8749,Python,R,SQL,,,,,,,,,,
8750,Python,,,,,,,,,,,,
8751,Python,R,SQL,,,,,,,,,,
8752,Python,,SQL,,,Java,,,,,,,
8753,Python,,,,,,,,,,,,
8754,Python,,,,,,,,,,,,
8755,Python,,,C,,,,,,,,,
8756,,,SQL,,,,Javascript,,,,,,Other
8757,Python,,,C,,Java,Javascript,,,,,,
8758,Python,,SQL,,,,,,Swift,,,,Other
8759,Python,R,SQL,,C++,Java,Javascript,,,,MATLAB,,
8760,Python,,,,,,,,,,,,
8761,Python,,,,,,,,,,,,
8762,,R,SQL,,,,,,,,,,Other
8763,Python,,,,,,,,,,,,
8764,,,,,,,,,,,,,
8765,Python,R,,C,C++,,,Julia,,Bash,,,
8766,Python,,SQL,,,Java,,,,,,,
8767,,R,,,,,,,,,,,
8768,Python,,SQL,,,Java,,,,,,,
8769,Python,,,,,,,,,,,,
8770,Python,,,,C++,Java,,,,,,,
8771,Python,,SQL,,,,,,,,,,
8772,Python,R,SQL,,,Java,Javascript,,,,,,
8773,Python,R,,,,,,,,,,,
8774,Python,R,,,,,,,,,,,
8775,Python,,,,,,,,,,MATLAB,,Other
8776,Python,R,SQL,C,,,,,,Bash,MATLAB,,
8777,Python,,,,,Java,Javascript,,Swift,,MATLAB,,
8778,Python,,,,,,,,,,,,
8779,Python,,,,,,Javascript,,,Bash,MATLAB,,
8780,,,,,,,Javascript,,,,,,
8781,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,
8782,,,,,,,,,,,,,
8783,Python,,SQL,,,,,,,,,,
8784,Python,,,,,,,,,,,,
8785,,,,,,,,,,,,,
8786,Python,R,SQL,,,,,,,Bash,MATLAB,,
8787,Python,,SQL,,,,,,,,,,Other
8788,Python,,,,,,,,,,,,
8789,Python,,SQL,,,,,,,,,,
8790,Python,R,,,,,,,,,,,
8791,,,,,,,,,,Bash,,,Other
8792,,R,,,,,,,,,,,
8793,Python,,,,,,,,,,,,
8794,Python,,,,,,,,,,,,
8795,Python,,,,,,,Julia,,,,,
8796,Python,,,,,,,,,,,,
8797,Python,,,,,,,,,,,,
8798,Python,,,,,,,,,,,,
8799,Python,,,,C++,,,,,,,,
8800,Python,,,,,,Javascript,,,,,,
8801,Python,,,,,,,,,,,,
8802,,,,,,,,,,,,,
8803,Python,R,SQL,,C++,,,,,,,,
8804,Python,,,C,C++,Java,Javascript,,,,,,
8805,Python,,,,,,,,,,,,
8806,Python,,,C,C++,,,,,,MATLAB,,
8807,Python,R,,,,Java,,,,,,,
8808,Python,,,,,,Javascript,,,,,,
8809,,R,SQL,,,,,,,,,,
8810,Python,R,SQL,C,C++,,,,,,,,
8811,,,,,,,,,,,,,
8812,Python,,,,C++,,Javascript,,Swift,,,,
8813,Python,,SQL,,C++,Java,,,,Bash,,,
8814,Python,,,,,,Javascript,,,,,,
8815,,,,,,,,Julia,,,,,
8816,Python,,,,,,,,,,,,
8817,,R,SQL,,,,,,,Bash,,,
8818,Python,,,,C++,Java,,,,,,,Other
8819,Python,,,,C++,,Javascript,,,,,,Other
8820,Python,R,SQL,,,,,,,,,,
8821,Python,R,SQL,C,C++,Java,,Julia,,,,,
8822,,,,,,,,,,,,,
8823,Python,,,,,,,,,,,,
8824,Python,,,C,,,,,,,,,
8825,Python,R,,,,,,,,,,,
8826,,,,,,,,,,,,,
8827,,,SQL,,,,,,,,,,
8828,,,,,,,,,,,,,
8829,Python,,SQL,C,,Java,Javascript,,,Bash,MATLAB,,
8830,,,SQL,,,,,,,Bash,,,Other
8831,Python,,SQL,,,,,,,,,,
8832,Python,,,,,,,,,,,,
8833,,,,,,,,,,,,,
8834,Python,,,,,,,,,,,,
8835,Python,,SQL,,,,,,,,,,
8836,,R,SQL,,,,,,,,,,
8837,,,SQL,,,Java,,,,,,,
8838,Python,R,SQL,,,,,,Swift,,,,
8839,,,,,,,,,,,,,
8840,Python,,,,,,,,,,,,
8841,Python,,SQL,,,,,,,,,,
8842,Python,R,SQL,,,,,,,,,,
8843,Python,,,,,,,,,,,,
8844,Python,,SQL,,,,,,,,,,
8845,Python,R,SQL,,,,,,,,,,
8846,Python,,SQL,,,,,,,,,,
8847,Python,,SQL,,,,Javascript,,,,,,Other
8848,Python,,,C,C++,,,,,Bash,,,
8849,Python,,SQL,,,Java,,,,,,,
8850,Python,,SQL,,,,,,,,,,Other
8851,Python,,SQL,,,,,,,,,,
8852,Python,,,,,,,,,,,,
8853,,,,,,,,,,,,,
8854,Python,,SQL,,,,,,,,,,
8855,Python,,,,,,,,,,,,
8856,,,,,,,,,,,,,
8857,Python,,SQL,,,,Javascript,,,,,,Other
8858,Python,,,C,C++,,,,,,MATLAB,,
8859,Python,,SQL,,,,,,,,MATLAB,,
8860,Python,,SQL,C,C++,Java,Javascript,,,,,,
8861,Python,,,,,,,,,,,,
8862,,,,,,,,,,,,,
8863,Python,,,C,C++,Java,,,,,MATLAB,,
8864,Python,R,SQL,,,,,,,,,,
8865,Python,,SQL,,,Java,Javascript,,,,,,
8866,Python,,,C,,,,,,,,,
8867,,,,,,,,,,,,,
8868,Python,,,C,,,,,,,MATLAB,,
8869,,,SQL,,,,,,,,,,
8870,Python,,,,C++,,,,,,,,
8871,Python,,SQL,,,Java,,,,,MATLAB,,
8872,,,SQL,,,Java,Javascript,,,,,,
8873,Python,,SQL,,C++,Java,Javascript,,,,,,
8874,Python,R,,,,,,,,,,,
8875,,,SQL,,,,Javascript,,,,,,
8876,Python,,SQL,,,Java,,,,,,,
8877,Python,,SQL,,C++,,,,,,,,
8878,,,,,,,,,,,,,
8879,Python,R,,C,,Java,,,,,,,
8880,Python,,SQL,,,Java,,,,,,,Other
8881,Python,,,C,C++,,,,,,,,
8882,Python,,,,,Java,,,,,,,
8883,Python,,SQL,C,C++,,,,,,,,
8884,Python,,SQL,,,,,,,Bash,MATLAB,,
8885,,R,,C,,Java,,,,,MATLAB,,
8886,Python,,,,,,,,,,,,
8887,Python,,,,C++,,,,,,,,
8888,Python,R,,,,Java,,,,,,,
8889,Python,,SQL,,,,Javascript,,,,,,
8890,Python,,,C,,Java,,,,,,,
8891,Python,,,,C++,,,,,,,,Other
8892,,,,,,,,,,,,,
8893,Python,,,,,,,,,,,,
8894,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,
8895,,,,,,,,,,,,,
8896,Python,R,SQL,C,C++,,Javascript,,,,,,Other
8897,Python,,,,,,Javascript,,,,,,Other
8898,Python,,SQL,,,Java,,,,,,,
8899,Python,R,SQL,,,,,,,,,,
8900,,,,,,,,,,,,,Other
8901,Python,,,C,C++,,,,,,,,
8902,,,,,,,,,,,,,
8903,,R,,,,,,,,,,,
8904,Python,,,,,,,,,,,,
8905,Python,R,,,,,,,,,,,
8906,,,,,,,,,,,MATLAB,,
8907,,,,,,,,,,,,,
8908,Python,,SQL,,,,Javascript,,,,,,
8909,Python,R,,,,,,,,,,,
8910,Python,,,,C++,,,,,,,,
8911,Python,R,SQL,,,,,,,,,,
8912,Python,,SQL,C,C++,Java,,,,Bash,,,
8913,Python,,SQL,,,,Javascript,,,,,,Other
8914,Python,,,,,,,,,,,,
8915,Python,,SQL,,,,,,,,,,
8916,Python,R,SQL,,,,,,,Bash,,,
8917,,,,,,,,,,,,,
8918,Python,,,,,,,,,,MATLAB,,
8919,Python,R,SQL,C,C++,Java,Javascript,,Swift,,MATLAB,,Other
8920,,,,,,,,,,,,,
8921,,,,,,,,,,,,,
8922,Python,,,C,C++,Java,,,,,,,
8923,Python,,SQL,C,C++,Java,Javascript,,,,,,
8924,Python,,SQL,,,,,,,,,,
8925,Python,,,,,,,,,,,,
8926,Python,,,,,Java,,,,,,,
8927,Python,,,,,,Javascript,,,,,,
8928,Python,,SQL,,,,,,,,,,Other
8929,,R,,,,,,,,,,,
8930,,,,,,,,,,,,,
8931,,,,,,,,,,,,,
8932,Python,R,,,,,,,,,,,
8933,,,,,,,,,,,,,
8934,Python,,,,C++,Java,Javascript,,,,,,
8935,Python,,SQL,,,,,,,,,,
8936,Python,,SQL,C,C++,,,,,,,,
8937,Python,,,,,,,,,,MATLAB,,
8938,Python,,,,,,,,,Bash,,,
8939,Python,,,,,,,,,,,,
8940,Python,,,,,,,,,,MATLAB,,
8941,Python,R,SQL,,,,,,,,,,
8942,Python,,,,,,,,,,MATLAB,,
8943,,,,,,,,,,,,,
8944,Python,,SQL,,,,,,,,,,
8945,Python,,,,,,,,,Bash,,,
8946,Python,,,,,,,,,,,,
8947,Python,,,,,Java,,,,,,,
8948,Python,,,,,,,,,,,,
8949,Python,,SQL,,C++,,,,,Bash,,,
8950,Python,R,SQL,,,,,,,,,,Other
8951,,,SQL,C,C++,Java,,,,,MATLAB,,
8952,Python,,SQL,,,,,,,,,,
8953,Python,,SQL,,,,Javascript,,,Bash,,,
8954,Python,R,SQL,,C++,,,,,,,,
8955,,,,,C++,,,,,,,,
8956,Python,,SQL,,,,,,,,,,
8957,,,,,,,,,,,,,
8958,,,,,,,,,,,,,
8959,,,,,,,,,,,,,
8960,,,SQL,,,,Javascript,,,,,,
8961,Python,,SQL,,C++,Java,Javascript,,,,MATLAB,,
8962,,,SQL,,,,,,,,,,
8963,,,,,,,,,,,,,Other
8964,Python,,SQL,,,,Javascript,,,,,,
8965,Python,,,,,,Javascript,,,,MATLAB,,
8966,Python,R,,,,,,,,,,,
8967,Python,,SQL,,,,,,,,,,
8968,,,,C,C++,,,,,,,,
8969,Python,,,,,,,,,Bash,,,
8970,Python,,SQL,,C++,Java,,,,,,,
8971,Python,,,C,C++,,,,,,,,
8972,Python,R,SQL,,,,,,,,,,
8973,,R,,,,,,,,,,,
8974,,,,,,,,,,,,,
8975,Python,,SQL,,,,,,,,,,
8976,,,SQL,,,Java,,,,Bash,,,
8977,Python,,,,,Java,,,,,,,
8978,Python,,,,,,,,,,,,
8979,,,,,,,,,,,,,Other
8980,Python,,SQL,,,,,,,,,,
8981,Python,R,,,,,,,,,,,
8982,Python,,,,,,,,,,,,Other
8983,Python,,,,,,,,,,,,
8984,,,SQL,,,,Javascript,,,,,,Other
8985,Python,,,,,,,,,,,,
8986,,,,,,,,,,,,,
8987,Python,R,SQL,C,C++,Java,Javascript,,Swift,Bash,MATLAB,,
8988,Python,,SQL,,,,Javascript,,,,,,Other
8989,Python,,SQL,,,,,,,,,,
8990,Python,,SQL,,,,,,,,,,Other
8991,,,,,,,,,,,,,
8992,,,,,,,,,,,,,
8993,Python,,,C,C++,,,,,,MATLAB,,
8994,,R,,,,,,,,,MATLAB,,
8995,,,,,,,,,,,,,
8996,Python,,,,,,,,,,,,Other
8997,Python,,SQL,,,,,,,,,,
8998,Python,,,,,,,,,,,,
8999,Python,R,SQL,C,,Java,Javascript,,,,MATLAB,,
9000,Python,,,,,,,,,,,,
9001,Python,,,,,,Javascript,,,,,,
9002,Python,,SQL,,,,,,,,,,
9003,Python,R,SQL,,,,,,,,,,
9004,Python,R,SQL,C,,,,,,,,,
9005,Python,,,C,C++,,,,,Bash,,,
9006,Python,,SQL,,,,,,,,,,
9007,Python,,SQL,,,,,,,,,,
9008,,,SQL,,,Java,,,Swift,,,,
9009,Python,R,SQL,,,,,,,Bash,,,
9010,Python,,,,,,Javascript,,,,,,
9011,Python,,SQL,,,Java,Javascript,,,Bash,,,
9012,Python,,SQL,,,Java,Javascript,,,,,,Other
9013,Python,,SQL,,,Java,Javascript,,,Bash,,,
9014,,,SQL,,,Java,,,,,,,
9015,Python,,,,C++,,,,,,,,
9016,Python,R,,,,,,,,,,,
9017,Python,R,SQL,,C++,Java,,,,,,,
9018,,,,,,,,Julia,,,,,
9019,Python,,,,C++,,,,,,,,
9020,Python,R,SQL,C,C++,,Javascript,,,,MATLAB,,
9021,Python,,,,,,,,,,,,
9022,Python,,,,,,,,,,,,
9023,,,,,,,,,,,,,
9024,Python,,SQL,,,,,,,,,,
9025,Python,,,,,,,,,,,,
9026,Python,,,,,,,,,,,,
9027,Python,,,,C++,Java,,,,,MATLAB,,
9028,Python,R,SQL,,,,,,,,,,
9029,Python,,,,,Java,Javascript,,,,,,
9030,,,,C,,,,,,,,,
9031,Python,R,,,,Java,,,,,,,
9032,Python,,,,,,,,,,,,
9033,Python,R,SQL,,,,Javascript,,,,,,
9034,Python,R,SQL,,,,,,,,MATLAB,,
9035,Python,,SQL,C,C++,Java,,,,,,,Other
9036,Python,R,SQL,,,,,,,,,,
9037,,,SQL,C,C++,Java,,,,,,,
9038,Python,,SQL,,,,,,,,,,
9039,Python,R,SQL,,,,,,,Bash,,,
9040,,,SQL,,,,,,,,,,
9041,Python,R,,,,,,,,,,,
9042,,,,,,,,,,,,,
9043,Python,,,,,,,,,,,,
9044,,R,,,,,,,,,,,Other
9045,,,SQL,,,,,,,,,,
9046,Python,,,C,C++,,,,,,,,
9047,Python,,,,,,,,,Bash,,,Other
9048,Python,,,,,,,,,,MATLAB,,
9049,,,,,,,,,,,MATLAB,,
9050,Python,R,,,,,,,,,,,
9051,Python,R,SQL,,,,,,,,,,
9052,Python,,,,,,,,,,,,
9053,Python,,,,,,,,,,,,
9054,Python,,,,,,,,,,,,
9055,,,,,,,,,,,,,Other
9056,Python,,SQL,,,,,,,,,,
9057,Python,R,,,,,,,,,,,
9058,,R,,,,,,,,,,,
9059,Python,,,,,,Javascript,,,,MATLAB,,
9060,Python,,SQL,,C++,Java,Javascript,,,Bash,,,
9061,Python,R,SQL,,,Java,Javascript,,,,,,
9062,,,,,,Java,Javascript,,,,,,Other
9063,Python,,,,,,,,,,,,Other
9064,Python,,SQL,,,,,,,,,,
9065,,,,,,,,,,,,,
9066,,R,,,,,,,,,,,Other
9067,Python,,,,,,,,,,,,
9068,Python,,,,,Java,,,,Bash,,,Other
9069,Python,,SQL,C,C++,Java,Javascript,,Swift,Bash,,,
9070,Python,,,,,,,,,,,,Other
9071,Python,R,SQL,,,,,Julia,,,,,
9072,Python,,SQL,,,Java,Javascript,,,,,,
9073,Python,,,,,,,,,,,,
9074,Python,R,SQL,,,,,,,,,,
9075,,,,,,,,,,,,,Other
9076,Python,,SQL,,,,,,,Bash,,,
9077,Python,,SQL,,,,,,,,,,
9078,Python,,,C,,,,,,,,,
9079,Python,,,,,Java,,,,,,,
9080,,,,,,,,,,,,,
9081,Python,,,,,,,,,,,,
9082,Python,,SQL,C,,,,,,,,,
9083,Python,R,SQL,,,,,,,Bash,,,
9084,Python,,,,,,,,,,,,
9085,Python,R,SQL,,,,,,,,MATLAB,,
9086,,,,,,,,,,,,,
9087,Python,,,,,Java,Javascript,,,,,,
9088,Python,R,,,,Java,Javascript,,,,MATLAB,,
9089,Python,,SQL,C,C++,Java,,,,,,,
9090,Python,,SQL,,,Java,Javascript,,,,,,
9091,Python,,SQL,,,,,,,,,,
9092,Python,,,,,,,,,,MATLAB,,
9093,Python,,SQL,,,,Javascript,,,,,,Other
9094,,,SQL,C,,,Javascript,,,,,,
9095,,,,,,,,,,,,None,
9096,Python,R,SQL,,,,,,,,MATLAB,,
9097,Python,R,,,,,,,,,MATLAB,,
9098,Python,,,,,,,,,,,,
9099,Python,,,C,,,,,,,,,
9100,Python,,,,,,,,,,MATLAB,,
9101,,,,,,,,,,,,,
9102,,R,SQL,,,,,,,,,,
9103,Python,,,,,,,,,,,,
9104,,,,,,Java,,,,,,,
9105,,,,,,,,,,,,,
9106,Python,,SQL,,,Java,,,,,,,
9107,Python,,,,,,,,,,,,
9108,Python,,SQL,,C++,,,,,,,,
9109,Python,,SQL,,,,,,,,,,
9110,Python,,,C,,Java,,,,,MATLAB,,
9111,Python,,SQL,,,,,,,,,,
9112,,,,,C++,Java,,,,,,,
9113,Python,,,C,C++,Java,,,,,,,
9114,Python,R,SQL,,,Java,,Julia,,,MATLAB,,
9115,Python,,,,C++,Java,,,,,,,
9116,Python,R,SQL,,,,,,,,,,
9117,,,,,,,,,,,,None,
9118,Python,,,,,Java,,,,,,,
9119,Python,,,C,C++,,,,,,,,
9120,Python,,,,,,,,,,,,Other
9121,,,,,,,,,,,,,
9122,Python,,SQL,,,,,,,,,,
9123,Python,R,SQL,,,,,,,,,,
9124,,,,,,,,,,,,,
9125,Python,,SQL,,,Java,Javascript,,,,,,
9126,Python,,SQL,,,,,,,,,,
9127,,,,,,,,,,,,,Other
9128,,,,,,,,,,,,,
9129,,,,,,,,,,,,,
9130,,,SQL,,,,,,,,,,
9131,Python,,SQL,,,Java,,,,,,,
9132,Python,,,,,Java,,,,,,,
9133,,,,C,,Java,,,,,,,
9134,Python,,,,,Java,,,,,,,
9135,Python,,,C,,,,,,,MATLAB,,
9136,Python,,SQL,,,,,,,,,,
9137,Python,,,,C++,,,,,,,,
9138,,,,,,,,,,,,None,
9139,,,,,,,,,,,,None,
9140,Python,,SQL,,,,,,,,MATLAB,,
9141,Python,,SQL,,C++,,,,,,,,Other
9142,Python,,,C,C++,Java,Javascript,,,,,,
